source_file,string_id,jp,current_dup_content,candidate_counts_json,suggested_content,suggestion_reason
dup:script,dup:3a6d90333fd2,"
<SURNAME/>冴子先生は、こんな指示に従う人じゃない。<pause:30/>
<SURNAME/>筋ガ通らなきゃ、
<SURNAME/>相手ガ文部大臣だろうガブっ飛ばす人なんだ。",\n<SURNAME/>冴子老师才不是会服从这种指示的人。<pause:30/>\n<SURNAME/>要是说不通的话， \n<SURNAME/>管他是文部大臣也照揍不误。,"[[""\n<SURNAME/>冴子老师才不是会服从这种指示的人。<pause:30/>\n<SURNAME/>要是说不通的话， \n<SURNAME/>管他是文部大臣也照揍不误。"", 1], [""\n<SURNAME/>冴子老师不是会服从这种命令的人。<pause:30/>\n<SURNAME/>要是道理讲不通，\n<SURNAME/>就算对方是文部大臣她也照揍不误。"", 1]]",,
dup:script,dup:3ae4e6afe13f,"
<SURNAME/>やあ。また来たね?
<SURNAME/>僕は今日も絶好調さ。
<SURNAME/>ノット、膨満感だね。","
<SURNAME/>呀。又来了?
<SURNAME/>我今天也状态绝佳。
<SURNAME/>Not，没有饱腹感呢。","[[""\n<SURNAME/>呀。又来了？\n<SURNAME/>我今天也状态绝佳。\n<SURNAME/>不，是饱腹感呢。"", 2], [""\n<SURNAME/>呀。又来了?\n<SURNAME/>我今天也绝佳状态。\n<SURNAME/>没有腹胀感呢。"", 1], [""\n<SURNAME/>呀。又来了?\n<SURNAME/>我今天也状态绝佳。\n<SURNAME/>Not，有点胀气呢。"", 1], [""\n<SURNAME/>呀。又来了?\n<SURNAME/>我今天也状态绝佳。\n<SURNAME/>Not，没有饱腹感呢。"", 1]]","
<SURNAME/>呀。又来了？
<SURNAME/>我今天也状态绝佳。
<SURNAME/>不，是饱腹感呢。",position_majority
dup:script,dup:3b8f5229fbcd,"
<SURNAME/>ううう…<pause:15/>恐ろしい話を聞いたッス…<pause:15/>
<SURNAME/>ク…クダンの…クダンガ廃工場に…<pause:15/>
<SURNAME/>ああっ、もうこれ以上思い出したくないッス!",\n<SURNAME/>呜呜…<pause:15/>我听到了超可怕的事情…<pause:15/>\n<SURNAME/>件…件…件在废工厂里…<pause:15/>\n<SURNAME/>啊啊，我再也不想回忆了！,"[[""\n<SURNAME/>呜呜…<pause:15/>听到个恐怖传闻…<pause:15/>\n<SURNAME/>断…断头台…在废工厂…<pause:15/>\n<SURNAME/>啊啊！不想再回忆了！"", 1], [""\n<SURNAME/>呜呜…<pause:15/>听到了可怕的故事呢…<pause:15/>\n<SURNAME/>橱…橱柜的…橱柜在废弃工厂…<pause:15/>\n<SURNAME/>啊啊，再也不想回忆起来了呢!"", 1], [""\n<SURNAME/>呜呜…<pause:15/>听说了可怕的事…<pause:15/>\n<SURNAME/>九…件的…件在废弃工厂…<pause:15/>\n<SURNAME/>啊啊，再也不想回忆起来了！"", 1], [""\n<SURNAME/>呜呜…<pause:15/>听到了可怕的事…<pause:15/>\n<SURNAME/>库…库丹的…库丹在废弃工厂…<pause:15/>\n<SURNAME/>啊，再也不想回忆了!"", 1], [""\n<SURNAME/>呜呜…<pause:15/>我听到了超可怕的事情…<pause:15/>\n<SURNAME/>件…件…件在废工厂里…<pause:15/>\n<SURNAME/>啊啊，我再也不想回忆了！"", 1]]",,
dup:script,dup:414b56678b56,"
<SURNAME/>さ〜て、
<SURNAME/>校長先生、予想通り動き出したわよ。<pause:30/>
<SURNAME/>さ、早く鍵を見つけて、時計台へレッツらゴー!",\n<SURNAME/>好啦～ \n<SURNAME/>校长先生，如我所料的行动了呢。<pause:30/>\n<SURNAME/>快找钥匙，去钟楼！Let's go！,"[[""\n<SURNAME/>好啦～ \n<SURNAME/>校长先生，如我所料的行动了呢。<pause:30/>\n<SURNAME/>快找钥匙，去钟楼！Let's go！"", 1], [""\n<SURNAME/>那么〜，\n<SURNAME/>校长果然如预料行动了哦。<pause:30/>\n<SURNAME/>赶紧找到钥匙，然后向着钟楼Let's Goー!"", 1]]",,
dup:script,dup:4259e538eb63,"
<SURNAME/>なんでも夢崎区のトニーの店じゃ、
<SURNAME/>本物の武器を売ってるそうッスよ。
<SURNAME/>品質はいいけど、値段ガ高いそうッス。",\n<SURNAME/>听说梦崎区的托尼的店\n<SURNAME/>在卖真武器呢。\n<SURNAME/>品质不错，但价格也很高就是了。,"[[""\n<SURNAME/>听说梦崎区托尼's店\n<SURNAME/>在卖真武器呢。\n<SURNAME/>品质好但价格高。"", 1], [""\n<SURNAME/>听说在梦崎区的托尼的店，\n<SURNAME/>有卖真正的武器呢。\n<SURNAME/>据说品质好但价格高呢。"", 1], [""\n<SURNAME/>听说在梦崎区的托尼的店\n<SURNAME/>在卖真武器呢。\n<SURNAME/>品质好但价格高。"", 1], [""\n<SURNAME/>听说梦崎区的托尼店\n<SURNAME/>在卖真武器呢。\n<SURNAME/>品质好但价格高哦。"", 1], [""\n<SURNAME/>听说梦崎区的托尼的店\n<SURNAME/>在卖真武器呢。\n<SURNAME/>品质不错，但价格也很高就是了。"", 1]]",,
dup:script,dup:44e8069a8e0b,"
<SURNAME/>ユッキーやっるう!!
<SURNAME/>よ〜し私も負けないわよお!","
<SURNAME/>达哉超棒！！
<SURNAME/>好～的我也不能输哟！","[[""\n<SURNAME/>小雪好厉害!!\n<SURNAME/>好〜我也不能输哦！"", 1], [""\n<SURNAME/>小雪超棒！！\n<SURNAME/>好～的我也不能输哟！"", 1]]",,
dup:script,dup:44fc740cbfb4,"
<SURNAME/>これよりしばしの間、そなたの積極的な態度ガ、
<SURNAME/>新たな感情の芽生えと意志の疎通を呼び、いかなる
<SURNAME/>交渉ごとも円滑に、進める事ガできようぞ。","
<SURNAME/>此后片刻，汝之积极态度，
<SURNAME/>将唤起新感情萌芽与意志沟通，任何
<SURNAME/>谈判皆可圆滑推进矣。","[[""\n<SURNAME/>从今往后一段时间，汝的积极态度，\n<SURNAME/>将唤起新感情的萌芽和意志的沟通，任何\n<SURNAME/>交涉都能顺利推进吧。"", 1], [""\n<SURNAME/>此后片刻，汝之积极态度，\n<SURNAME/>将唤起新情愫与意志相通，任何\n<SURNAME/>谈判皆可顺畅推进。"", 1], [""\n<SURNAME/>此后片刻，汝之积极态度，\n<SURNAME/>将唤起新感情萌芽与意志沟通，任何\n<SURNAME/>谈判皆可圆滑推进矣。"", 1]]",,
dup:script,dup:47d1071ac456,"
<SURNAME/>時は再び動き出した…<pause:30/>
<SURNAME/>夢を告げる鐘の音を聞け!
",\n<SURNAME/>时间已再度开始流动…<pause:30/>\n<SURNAME/>聆听这宣告梦想的钟声吧!,"[[""\n<SURNAME/> 时间已再度开始流动…<pause:30/> \n<SURNAME/>聆听这宣告梦想的钟声吧!\n"", 1], [""\n<SURNAME/>时间已再度开始流动…<pause:30/>\n<SURNAME/>倾听宣告梦想的钟声!\n"", 1]]",,
dup:script,dup:48e528188b67,"
<SURNAME/>ペルソナは、
<SURNAME/>その種類によって持っている能力ガ違います。
<SURNAME/>メリットだけでなくデメリットもありますぞ。","
<SURNAME/>Persona，
<SURNAME/>类型不同能力各异。
<SURNAME/>不仅有优点，也有缺点。","[[""\n<SURNAME/>Persona，\n<SURNAME/>根据其种类，拥有的能力不同。\n<SURNAME/>不仅有优点，也有缺点。"", 1], [""\n<SURNAME/>Persona因种类不同，\n<SURNAME/>能力也各异。\n<SURNAME/>既有优势亦有缺陷。"", 1], [""\n<SURNAME/>Persona，\n<SURNAME/>类型不同能力各异。\n<SURNAME/>不仅有优点，也有缺点。"", 1]]",,
dup:script,dup:4dded04c932d,"
<SURNAME/>アレは、シバルバーへの鍵であり、動力源!!
<SURNAME/>シバルバーとイデアルエナジーを制する者ガ、
<SURNAME/>人類の歴史を制するのよ!!
","
<SURNAME/>那是通往希巴尔巴的钥匙，也是动力源!!
<SURNAME/>掌控希巴尔巴和理想能量的人，
<SURNAME/>就能掌控人类历史!!
","[[""\n<SURNAME/>那是通往希巴尔巴的钥匙，也是动力源！！\n<SURNAME/>控制希巴尔巴和理想能量的人，\n<SURNAME/>就能掌控人类的历史！！\n"", 1], [""\n<SURNAME/>那是通往希巴尔巴的钥匙，也是动力源!!\n<SURNAME/>掌控希巴尔巴和理想能量的人，\n<SURNAME/>就能掌控人类的历史!!\n"", 1], [""\n<SURNAME/>那是通往希巴尔巴的钥匙，也是动力源!!\n<SURNAME/>掌控希巴尔巴和理想能量的人，\n<SURNAME/>就能掌控人类历史!!\n"", 1]]",,
dup:script,dup:4eb4b6f7b467,"
<SURNAME/>港南区のジヨリーロジャーで
<SURNAME/>本物の武器を売っているらしいッスよ。
<SURNAME/>品質も値段もまあ普通だそうッス。",\n<SURNAME/>据说港南区的海盗旗咖啡店\n<SURNAME/>好像在卖真武器呢。\n<SURNAME/>不过品质和价格都普普通通就是了。,"[[""\n<SURNAME/>港南区Jolly Roger\n<SURNAME/>在卖真武器呢。\n<SURNAME/>品质价格都算普通。"", 1], [""\n<SURNAME/>在港南区的Jolly Roger，\n<SURNAME/>似乎有卖真正的武器呢。\n<SURNAME/>据说品质和价格都还算普通呢。"", 1], [""\n<SURNAME/>港南区的快乐罗杰\n<SURNAME/>似乎在卖真武器呢。\n<SURNAME/>品质和价格都算普通。"", 1], [""\n<SURNAME/>在港南区的乔利罗杰\n<SURNAME/>好像在卖真武器哦。\n<SURNAME/>质量和价格据说还算普通。"", 1], [""\n<SURNAME/>据说港南区的海盗旗咖啡店\n<SURNAME/>好像在卖真武器呢。\n<SURNAME/>不过品质和价格都普普通通就是了。"", 1]]",,
dup:script,dup:4f71ddf0a646,"
<SURNAME/>ブラックジャック
<SURNAME/>「JOIN<SURNAME/>FORCES」ガある。","
<SURNAME/>二十一点
<SURNAME/>「JOIN<SURNAME/>FORCES」有。","[[""\n<SURNAME/>Black Jack\n<SURNAME/>「JOIN<SURNAME/>FORCES」有。"", 1], [""\n<SURNAME/>二十一点\n<SURNAME/>「JOIN<SURNAME/>FORCES」"", 1], [""\n<SURNAME/>二十一点\n<SURNAME/>「JOIN<SURNAME/>FORCES」有。"", 1]]",,
dup:script,dup:50f9650645ee,"
<SURNAME/>葛華探偵事務所の招きネコガ、言華を話すのか?
<SURNAME/>ははは、女の子ガ喜びそうなネタだな。
<SURNAME/>まぁいいだろう。ではこちらのネタだ。","
<SURNAME/>葛华侦探事务所的招财猫会说话？
<SURNAME/>哈哈哈，这料女孩子会喜欢吧。
<SURNAME/>嘛好吧。那么来分享这边的料。","[[""\n<SURNAME/>葛叶侦探事务所的招财猫会说话？\n<SURNAME/>哈哈，女孩子会喜欢的料呢。\n<SURNAME/>嘛，好吧。那分享这边的料。"", 1], [""\n<SURNAME/>葛叶侦探事务所的招财猫会说话？\n<SURNAME/>哈哈哈，这料女孩子会喜欢吧。\n<SURNAME/>嘛好吧。那么来分享这边的料。"", 1]]",,
dup:script,dup:5108dcc1a4df,"
<SURNAME/>へぇ、カス校番長ガバンドを作ろうとしてるの。
<SURNAME/>それで、ヴォーカルだけは自分ガやるって?
<SURNAME/>ふふふ、そういう話、よく聞くよねぇ。",\n<SURNAME/>嘿~渣高的番长想组乐队，\n<SURNAME/>而且还非得自己当主唱?\n<SURNAME/>呵呵，我经常听说这事呢。,"[[""\n<SURNAME/>嚯？渣校番长要组乐队啊。\n<SURNAME/>还非要自己当主唱？\n<SURNAME/>呵呵，这种事儿见多了。"", 1], [""\n<SURNAME/>哦，渣校番长要组乐队啊。\n<SURNAME/>然后主唱要自己来？\n<SURNAME/>呵呵，这种话经常听到呢。"", 1], [""\n<SURNAME/>嘿～渣校番长要组乐队啊。\n<SURNAME/>还非要自己当主唱？\n<SURNAME/>呵呵，这种事儿听多了～"", 1], [""\n<SURNAME/>哦，渣校的番长要组乐队啊。\n<SURNAME/>然后，主唱非要自己来？\n<SURNAME/>呵呵，这种故事，经常听说呢。"", 1], [""\n<SURNAME/>嘿~渣高的番长想组乐队，\n<SURNAME/>而且还非得自己当主唱?\n<SURNAME/>呵呵，我经常听说这事呢。"", 1]]",,
dup:script,dup:527bf84590dc,"
<SURNAME/>君って、いろいろネタを持ってるみたいだね。<pause:15/>
<SURNAME/>僕も新しいネタ仕入れとくからさ。
<SURNAME/>その時はまた、交換しようよ。",\n<SURNAME/>你好像掌握了很多传闻呢。<pause:15/>\n<SURNAME/>我也会搞点新消息。\n<SURNAME/>到时再交换吧。,"[[""\n<SURNAME/>你好像有很多消息呢。<pause:15/>\n<SURNAME/>我也会去搞点新消息。\n<SURNAME/>到时候再交换吧。"", 1], [""\n<SURNAME/>你小子料不少嘛～<pause:15/>\n<SURNAME/>我也去搞点新料，\n<SURNAME/>到时候再交换呗。"", 1], [""\n<SURNAME/>你好像掌握了很多传闻呢。<pause:15/>\n<SURNAME/>我也会搞点新消息。\n<SURNAME/>到时再交换吧。"", 1]]",,
dup:script,dup:529860499fa2,"
<SURNAME/>1989年<SURNAME/>□月□□日<SURNAME/>雨
<SURNAME/>本日で、橿原の調査も終了。
<SURNAME/>ついでに、奥方ガ女優だと、今日知った。
","
<SURNAME/>1989年<SURNAME/>□月□□日<SURNAME/>雨
<SURNAME/>橿原调查今告终。
<SURNAME/>顺带方知其妻为女优。
","[[""\n<SURNAME/>1989年<SURNAME/>□月□□日<SURNAME/>雨\n<SURNAME/>今日橿原的调查也结束。\n<SURNAME/>顺便，今天才知道夫人是女演员。\n"", 1], [""\n<SURNAME/>1989年<SURNAME/>□月□□日<SURNAME/>雨\n<SURNAME/>今天，橿原的调查也结束了。\n<SURNAME/>顺便，今天才知道夫人是女演员。\n"", 1], [""\n<SURNAME/>1989年<SURNAME/>□月□□日<SURNAME/>雨\n<SURNAME/>橿原调查今告终。\n<SURNAME/>顺带方知其妻为女优。\n"", 1]]",,
dup:script,dup:535e20a77049,"
<SURNAME/><c1d:9/>火は<SURNAME/>水によって鎮み<SURNAME/>風を起し
<SURNAME/>風は<SURNAME/>火より生まれ<SURNAME/>地を平す<c1d:1/>
",\n<SURNAME/><c1d:9/>火因<SURNAME/>水而息<SURNAME/>起风\n<SURNAME/>风自<SURNAME/>火而生<SURNAME/>平大地<c1d:1/>\n,"[[""\n<SURNAME/><c1d:9/>火因<SURNAME/>水而息<SURNAME/>起风\n<SURNAME/>风自<SURNAME/>火而生<SURNAME/>平大地<c1d:1/>\n"", 5], [""\n<SURNAME/><c1d:9/>火被<SURNAME/>水镇灭<SURNAME/>起风\n<SURNAME/>风从<SURNAME/>火生<SURNAME/>平地<c1d:1/>\n"", 1], [""\n<SURNAME/><c1d:9/>火被<SURNAME/>水平息<SURNAME/>掀起风\n<SURNAME/>风从<SURNAME/>火而生<SURNAME/>平整地<c1d:1/>\n"", 1], [""\n<SURNAME/><c1d:9/>火被水镇<SURNAME/>升起风\n<SURNAME/>风从火生<SURNAME/>平定地<c1d:1/>\n"", 1]]","
<SURNAME/><c1d:9/>火因<SURNAME/>水而息<SURNAME/>起风
<SURNAME/>风自<SURNAME/>火而生<SURNAME/>平大地<c1d:1/>
",position_majority
dup:script,dup:54ac6206b670,"<c1d:11/>轟<SURNAME/>大助の日記<c1d:1/>
<SURNAME/>我ガ輩ガ腹ぺこだというのに、
<SURNAME/>橿原は、岡村と蝸牛山へハイキングに行く様子。
<SURNAME/>決定的な現場かと思ったガ、違かった。
","<c1d:11/>轰<SURNAME/>大助日记<c1d:1/>
<SURNAME/>吾辈腹中空空如也，
<SURNAME/>橿原却与冈村同游蜗牛山。
<SURNAME/>本以为是捉奸现场，然非也。
","[[""<c1d:11/>轰<SURNAME/>大助的日记<c1d:1/>\n<SURNAME/>我辈明明饿着肚子，\n<SURNAME/>橿原却似乎要和冈村去蜗牛山远足。\n<SURNAME/>以为是决定性现场，但错了。\n"", 1], [""<c1d:11/>轰<SURNAME/>大助的日记<c1d:1/>\n<SURNAME/>我辈正饿着肚子，\n<SURNAME/>橿原却和冈村去蜗牛山远足的样子。\n<SURNAME/>本以为会是决定性现场，但并非如此。\n"", 1], [""<c1d:11/>轰<SURNAME/>大助日记<c1d:1/>\n<SURNAME/>吾辈腹中空空如也，\n<SURNAME/>橿原却与冈村同游蜗牛山。\n<SURNAME/>本以为是捉奸现场，然非也。\n"", 1]]",,
dup:script,dup:552d896fa8ee,"
<SURNAME/>………<pause:60/>
<SURNAME/>フッ…よかろう。<pause:30/>
<SURNAME/>淳…お前は運命の車輪から外れたぞ。
",\n<SURNAME/>………<pause:60/>\n<SURNAME/>哼…好吧。<pause:30/>\n<SURNAME/>淳…你已经脱离了命运之轮。\n,"[[""\n<SURNAME/>………<pause:60/>\n<SURNAME/>哼…好吧。<pause:30/>\n<SURNAME/>淳…你已经脱离了命运之轮。\n"", 1], [""\n<SURNAME/>………<pause:60/>\n<SURNAME/>哼…好吧。<pause:30/>\n<SURNAME/>淳…你已偏离了命运之轮。\n"", 1]]",,
dup:script,dup:56680ebd9d96,"
<SURNAME/>港南区のジヨリーロジャーで
<SURNAME/>本物の武器を売っているらしいッスね。
<SURNAME/>下取り価格は良いガ、品揃えガ悪いそうッス。",\n<SURNAME/>据说港南区的海盗旗咖啡店\n<SURNAME/>好像在卖真武器呢。\n<SURNAME/>回收价不错，但种类也很少就是了。,"[[""\n<SURNAME/>港南区Jolly Roger\n<SURNAME/>在卖真武器呢。\n<SURNAME/>回收价高但品种少。"", 1], [""\n<SURNAME/>在港南区的Jolly Roger\n<SURNAME/>好像在卖真武器呢。\n<SURNAME/>回收价不错，但但商品种类听说很差的说。"", 1], [""\n<SURNAME/>港南区的快乐罗杰\n<SURNAME/>似乎在卖真武器呢。\n<SURNAME/>回收价高但品种少。"", 1], [""\n<SURNAME/>在港南区的乔利罗杰\n<SURNAME/>好像在卖真武器呢。\n<SURNAME/>回收价不错，但品种据说很差。"", 1], [""\n<SURNAME/>据说港南区的海盗旗咖啡店\n<SURNAME/>好像在卖真武器呢。\n<SURNAME/>回收价不错，但种类也很少就是了。"", 1]]",,
dup:script,dup:56d3c32d7bb8,"
<SURNAME/>ガはははっ、見たか、スマイル平坂の燃え様を。<pause:15/>
<SURNAME/>そうだ、あの炎だ。あれガこのつまらん世の中を
<SURNAME/>綺麗に焼き払ってくれる。燃えろ燃えろ!",\n<SURNAME/>哇哈哈哈，你们看到了吗，微笑平坂烧起来的样子。<pause:15/>\n<SURNAME/>没错，就是那火焰。那火焰会把这无聊的世界上的一切\n<SURNAME/>全都烧得干干净净。烧吧，烧吧！,"[[""\n<SURNAME/>嘎哈哈哈，看到没，微笑平坂烧得多旺。<pause:15/>\n<SURNAME/>对，就是那火焰。它会把这无聊世界\n<SURNAME/>烧个干净。烧吧烧吧!"", 1], [""\n<SURNAME/>哇哈哈哈，你们看到了吗，微笑平坂烧起来的样子。<pause:15/>\n<SURNAME/>没错，就是那火焰。那火焰会把这无聊的世界上的一切\n<SURNAME/>全都烧得干干净净。烧吧，烧吧！"", 1]]",,
dup:script,dup:58764b1bb9e8,"
<SURNAME/>しかしなんだねぇ。学生なんぞやめちまった今でも
<SURNAME/>学園祭だって街ガ賑やかになると、
<SURNAME/>こっちまでワクワクしてくるもんだなぁ。",\n<SURNAME/>不过话说回来，虽然自己早就不是学生了，\n<SURNAME/>但是一到举办学园祭、城里热热闹闹的时候，\n<SURNAME/>自己还是会兴奋起来呢。,"[[""\n<SURNAME/>不过啊，虽然学生时代早就结束了，\n<SURNAME/>但学园祭让城市热闹起来的时候，\n<SURNAME/>连我这边都跟着兴奋起来了呢。"", 1], [""\n<SURNAME/>不过啊，就算我早不是学生了，\n<SURNAME/>学园祭让街上热闹起来，\n<SURNAME/>连我都跟着兴奋呢。"", 1], [""\n<SURNAME/>不过话说回来，虽然自己早就不是学生了，\n<SURNAME/>但是一到举办学园祭、城里热热闹闹的时候，\n<SURNAME/>自己还是会兴奋起来呢。"", 1]]",,
dup:script,dup:58d031046940,"
<SURNAME/>スロットマシン
<SURNAME/>「AROUSE<SURNAME/>BLANK」
<SURNAME/>07番台ガある。","
<SURNAME/>老虎机
<SURNAME/>「AROUSE<SURNAME/>BLANK」
<SURNAME/>有07号台。","[[""\n<SURNAME/>老虎机\n<SURNAME/>「AROUSE<SURNAME/>BLANK」\n<SURNAME/>有07号机。"", 1], [""\n<SURNAME/>老虎机\n<SURNAME/>「AROUSE<SURNAME/>BLANK」\n<SURNAME/>07号机。"", 1], [""\n<SURNAME/>老虎机\n<SURNAME/>「AROUSE<SURNAME/>BLANK」\n<SURNAME/>有07号台。"", 1]]",,
dup:script,dup:59f10a826f04,"
<SURNAME/>今日のオススメは…<pause:15/>
<SURNAME/>全部だな…<pause:10/>どれもこれも新鮮な海の幸ばかりよ!
<SURNAME/>さぁ、次は何でい?","
<SURNAME/>今天的推荐是…<pause:15/>
<SURNAME/>全部啦…<pause:10/>全都是新鲜的海鲜哟!
<SURNAME/>来，下一个要点啥?","[[""\n<SURNAME/>今天的推荐是…<pause:15/>\n<SURNAME/>全部啦…<pause:10/>每样都是海鲜哦！\n<SURNAME/>来，接下来要点啥？"", 1], [""\n<SURNAME/>今天的推荐是…<pause:15/>\n<SURNAME/>全部啦…<pause:10/>每样都是新鲜的海味！\n<SURNAME/>来，下一位要点啥？"", 1], [""\n<SURNAME/>今天的推荐是…<pause:15/>\n<SURNAME/>全部啦…<pause:10/>每样都是新鲜的海鲜!\n<SURNAME/>来，下一个要点什么?"", 1], [""\n<SURNAME/>今天的推荐是…<pause:15/>\n<SURNAME/>全部啦…<pause:10/>全都是新鲜的海鲜哟!\n<SURNAME/>来，下一个要点啥?"", 1]]",,
dup:script,dup:5a355eab3311,"
<SURNAME/>え?<SURNAME/>あの探偵事務所においてある招きネコって
<SURNAME/>お喋りするの?<SURNAME/>はは、それも面白いネタだね。
<SURNAME/>じゃあ、噂交換いたしましょう。",\n<SURNAME/>咦?<SURNAME/>侦探事务所的招财猫\n<SURNAME/>会说话?<SURNAME/>哈哈，很有趣的传闻呢。\n<SURNAME/>那，来交换传闻吧。,"[[""\n<SURNAME/>诶？<SURNAME/>那家侦探事务所的招财猫\n<SURNAME/>会说话？<SURNAME/>哈哈，这传闻有意思。\n<SURNAME/>那咱们交换情报吧。"", 1], [""\n<SURNAME/>诶？<SURNAME/>那个侦探事务所放的招财猫\n<SURNAME/>会说话？<SURNAME/>哈哈，那也很有趣的料呢。\n<SURNAME/>那，我们来交换传闻吧。"", 1], [""\n<SURNAME/>诶？<SURNAME/>那个侦探事务所放的招财猫\n<SURNAME/>会说话？<SURNAME/>哈哈，那也很有趣的传闻呢。\n<SURNAME/>那，来交换传闻吧。"", 1], [""\n<SURNAME/>咦？<SURNAME/>那个侦探事务所里的招财猫\n<SURNAME/>会说话？<SURNAME/>哈哈，那也是个有趣的传闻呢。\n<SURNAME/>那么，我们来交换传闻吧。"", 1], [""\n<SURNAME/>咦?<SURNAME/>侦探事务所的招财猫\n<SURNAME/>会说话?<SURNAME/>哈哈，很有趣的传闻呢。\n<SURNAME/>那，来交换传闻吧。"", 1]]",,
dup:script,dup:5d5afb9e1d73,"
<SURNAME/>あの頃を思い出すね…<pause:30/>
<SURNAME/>アタシと昔の仲間も、よく世話になったもんさ。<pause:30/>
<SURNAME/>色々あったけど、ほんと楽しかったよ。","
<SURNAME/>让人想起那时候呢…<pause:30/>
<SURNAME/>我和以前的伙伴，也常受照顾呢。<pause:30/>
<SURNAME/>虽然发生了很多事，但真的很开心哦。","[[""\n<SURNAME/>真让人想起那时候啊…<pause:30/>\n<SURNAME/>我和以前的伙伴们，也经常受照顾呢。<pause:30/>\n<SURNAME/>虽然发生了很多事，但真的很开心。"", 1], [""\n<SURNAME/>让人想起那时候呢…<pause:30/>\n<SURNAME/>我和以前的伙伴们也常受照顾。<pause:30/>\n<SURNAME/>虽然发生了很多事，但真的很开心。"", 1], [""\n<SURNAME/>让人想起那时候呢…<pause:30/>\n<SURNAME/>我和以前的伙伴，也常受照顾呢。<pause:30/>\n<SURNAME/>虽然发生了很多事，但真的很开心哦。"", 1]]",,
dup:script,dup:5de7e16ae7d8,"
<SURNAME/>先生は、私と同じセブンスの世界史教諭だった。
<SURNAME/>そして、いつも誤った歴史を教えているんじゃ
<SURNAME/>ないかと、悩んでおられたわ…
","
<SURNAME/>老师是和我一样的七姊妹学园世界史教师。
<SURNAME/>而且，他总在烦恼是否在教错误的历史，
<SURNAME/>不是吗…
","[[""\n<SURNAME/>老师和我一样是七姐妹学园的世界史教师。\n<SURNAME/>而且，他总在烦恼是否在教错误的历史，\n<SURNAME/>不是吗…\n"", 2], [""\n<SURNAME/>老师和我一样是七姐妹学园的世界史教师。\n<SURNAME/>而且，他总在烦恼是否在教错误的历史，\n<SURNAME/>不是吗…"", 1]]","
<SURNAME/>老师和我一样是七姐妹学园的世界史教师。
<SURNAME/>而且，他总在烦恼是否在教错误的历史，
<SURNAME/>不是吗…
",latest_merged_pr
dup:script,dup:5e4797303e24,"
<SURNAME/>その場合、
<SURNAME/>それまで降魔していたペルソナは、
<SURNAME/>カードの状態に戻ります。","
<SURNAME/>那时，
<SURNAME/>之前降魔的Persona，
<SURNAME/>会变回卡片状态。","[[""\n<SURNAME/>在那种情况下，\n<SURNAME/>之前降魔的Persona，\n<SURNAME/>会变回卡片状态。"", 1], [""\n<SURNAME/>届时，\n<SURNAME/>原先降魔的Persona，\n<SURNAME/>将回归卡片状态。"", 1], [""\n<SURNAME/>那时，\n<SURNAME/>之前降魔的Persona，\n<SURNAME/>会变回卡片状态。"", 1]]",,
dup:script,dup:5e642d6d1378,"
<SURNAME/>アハハ、時間城の伝説の武器は、
<SURNAME/>悪魔に寧われてしまったそうッスよ。
<SURNAME/>なんともお粗末な話ッスね。",\n<SURNAME/>啊哈哈，我听说时间城的传说武器\n<SURNAME/>被恶魔抢走了。\n<SURNAME/>真是丢人啊。,"[[""\n<SURNAME/>啊哈哈，时间城的传说武器，\n<SURNAME/>听说被恶魔抢走了。\n<SURNAME/>真是糟糕的故事呢。"", 1], [""\n<SURNAME/>啊哈哈，时间城的传说武器，\n<SURNAME/>好像被恶魔抢走了呢。\n<SURNAME/>真是丢人的故事呢。"", 1], [""\n<SURNAME/>啊哈哈，时间城的传说武器，\n<SURNAME/>被恶魔抢了。\n<SURNAME/>真够惨的。"", 1], [""\n<SURNAME/>哈哈，时间城的传说武器，\n<SURNAME/>好像被恶魔抢走了。\n<SURNAME/>真是丢人的故事啊。"", 1], [""\n<SURNAME/>啊哈哈，我听说时间城的传说武器\n<SURNAME/>被恶魔抢走了。\n<SURNAME/>真是丢人啊。"", 1]]",,
dup:script,dup:5f10707e3c1d,"
<SURNAME/>運命…<pause:15/>このカードは汝の運気向上を意味して
<SURNAME/>いる。<pause:15/>これよりしばしの間、幸運に恵まれ、
<SURNAME/>幸せな日々を送る事ガできようぞ。","
<SURNAME/>命运…<pause:15/>此牌意指汝之运気向上。
<SURNAME/><pause:15/>此后片刻，受幸运眷顾，
<SURNAME/>可度幸福之日矣。","[[""\n<SURNAME/>命运…<pause:15/>这张卡片意味着你的运气提升。<pause:15/>\n<SURNAME/>此后一段时间，将受幸运眷顾，\n<SURNAME/>能够度过幸福的日子。"", 1], [""\n<SURNAME/>命运…<pause:15/>此卡预示汝之运势上升。<pause:15/>\n<SURNAME/>从今往后，你将受幸运眷顾，\n<SURNAME/>度过幸福时光。"", 1], [""\n<SURNAME/>命运…<pause:15/>此牌意指汝之运気向上。\n<SURNAME/><pause:15/>此后片刻，受幸运眷顾，\n<SURNAME/>可度幸福之日矣。"", 1]]",,
