source_file,string_id,jp,local_candidates_json,latest_pr_content,latest_pr_created_at,latest_pr_id,database_content,database_updated_at,selected_content
dup:script,dup:2a930056995d,"
<SURNAME/>懸賞マガジンの懸賞に当たると本物の武器やら
<SURNAME/>道具ガ届いてしまうそうッスね。
<SURNAME/>なかなか当たらないガ、良いものガ届くそうッス","[""\n<SURNAME/>听说中了悬赏杂志的奖，\n<SURNAME/>真品武器和道具就会送上门呢。\n<SURNAME/>虽然很难中，但送来的东西不错。"", ""\n<SURNAME/>听说中奖杂志的奖品是真武器或\n<SURNAME/>道具会寄来。\n<SURNAME/>虽难中，但东西不错。"", ""\n<SURNAME/>悬赏杂志中奖的话真武器\n<SURNAME/>和道具就会送来呢。\n<SURNAME/>虽难中奖，但据说东西不错哦。"", ""\n<SURNAME/>我听说，要是中了悬赏杂志上的奖的话，\n<SURNAME/>会送来真武器和道具呢。\n<SURNAME/>虽然中奖率很低，但送来的都是好东西呢。"", ""\n<SURNAME/>抽中Kensho Magazine的奖品\n<SURNAME/>真武器和道具就会送到的说呢。\n<SURNAME/>虽然难中，但听说会送来好东西的说""]",\n<SURNAME/>我听说，要是中了悬赏杂志上的奖的话，\n<SURNAME/>会送来真武器和道具呢。\n<SURNAME/>虽然中奖率很低，但送来的都是好东西呢。,2026-06-20 14:25:11.914441+00,0be72aff-33b7-40c4-82ca-dd439af37e70,,,
dup:script,dup:2b51969f3d9f,"
<SURNAME/>そ、そこにいた社長の旦那ガよ、
<SURNAME/>外に飛び出して行っちまったんだ。<pause:15/>
<SURNAME/>まさかあの連中と、やりあうつもりなのか?","[""\n<SURNAME/>刚、刚才在那儿的社长大叔啊，\n<SURNAME/>冲出去了。<pause:15/>\n<SURNAME/>该不会是想跟那帮家伙干架吧?"", ""\n<SURNAME/>刚、刚才在那坐着的社长大叔，\n<SURNAME/>冲到外面去了。<pause:15/>\n<SURNAME/>难不成他要和那群家伙干架吗?"", ""\n<SURNAME/>刚、刚才还在那儿的社长先生，\n<SURNAME/>冲到外面去了。<pause:15/>\n<SURNAME/>难不成他打算和那帮家伙干一架?""]",\n<SURNAME/>刚、刚才在那坐着的社长大叔，\n<SURNAME/>冲到外面去了。<pause:15/>\n<SURNAME/>难不成他要和那群家伙干架吗?,2026-06-20 14:25:11.914441+00,0be72aff-33b7-40c4-82ca-dd439af37e70,,,
dup:script,dup:2f9427893591,"
<SURNAME/>聞けば、ラーメンしらいしで、伝説の武器を
<SURNAME/>売ってるそうじゃないッスか。
<SURNAME/>一体、どんな武器なんスかねぇ。","[""\n<SURNAME/>听说在Ramen Shiraishi，\n<SURNAME/>在卖传说武器的说不是吗？\n<SURNAME/>到底是什么武器呢的说。"", ""\n<SURNAME/>听说在拉面白石，\n<SURNAME/>在卖传说中的武器，不是吗？\n<SURNAME/>到底是什么样的武器呢？"", ""\n<SURNAME/>听说在拉面白石，\n<SURNAME/>有卖传说武器不是吗？\n<SURNAME/>到底是什么武器呢？"", ""\n<SURNAME/>听说拉面白石在卖\n<SURNAME/>传说武器呢。\n<SURNAME/>到底是什么武器啊？"", ""\n<SURNAME/>我听说白石拉面店在卖\n<SURNAME/>传说武器，\n<SURNAME/>那到底是什么样的武器啊？""]",\n<SURNAME/>我听说白石拉面店在卖\n<SURNAME/>传说武器，\n<SURNAME/>那到底是什么样的武器啊？,2026-06-20 14:25:11.914441+00,0be72aff-33b7-40c4-82ca-dd439af37e70,,,
dup:script,dup:3358e15cfd25,"
<SURNAME/>学生達の間で、新へッドは栄吉より弱かったのだと
<SURNAME/>軒並み噂されているようなのですガ…
<SURNAME/>栄吉とか、その新へッドって誰なんス?","[""\n<SURNAME/>在学生之间，传闻说新头目比荣吉还弱\n<SURNAME/>到处都在传呢…\n<SURNAME/>荣吉和那个新头目是谁啊？"", ""\n<SURNAME/>在学生之间，好像到处都在传闻新头目比荣吉弱…\n<SURNAME/>那个荣吉啊、新头目啊，到底是谁啊？"", ""\n<SURNAME/>在学生群体里头，四处在传\n<SURNAME/>新头目比荣吉还弱的传闻呢…\n<SURNAME/>可是荣吉是谁？还有那个新头目又是谁啊？"", ""\n<SURNAME/>学生们之间都在传，新老大比荣吉还弱，\n<SURNAME/>到处都这么说…\n<SURNAME/>荣吉是谁？那个新老大又是谁啊？""]",\n<SURNAME/>在学生群体里头，四处在传\n<SURNAME/>新头目比荣吉还弱的传闻呢…\n<SURNAME/>可是荣吉是谁？还有那个新头目又是谁啊？,2026-06-20 14:25:11.914441+00,0be72aff-33b7-40c4-82ca-dd439af37e70,,,
dup:script,dup:3458da7d33f6,"
<SURNAME/>キミもそうだろう?<SURNAME/><c12/>。
<SURNAME/>初めて会う人のはずなんだけどね…<pause:30/>
<SURNAME/>ひょっとして、これガ運命のラブってやつかい?","[""\n<SURNAME/>你也有同感吧？<SURNAME/><c12/>。\n<SURNAME/>明明是第一次见面…<pause:30/>\n<SURNAME/>莫非，这就是命运的love？"", ""\n<SURNAME/>你也这么觉得吧？<SURNAME/><c12/>。\n<SURNAME/>明明是第一次见面的人呢…<pause:30/>\n<SURNAME/>莫非，这就是所谓的命运之爱吗？"", ""\n<SURNAME/>你也这样吧?<SURNAME/><c12/>。\n<SURNAME/>明明是第一次见面的人…<pause:30/>\n<SURNAME/>莫非，这就是命运之爱吗?""]",\n<SURNAME/>你也有同感吧？<SURNAME/><c12/>。\n<SURNAME/>明明是第一次见面…<pause:30/>\n<SURNAME/>莫非，这就是命运的love？,2026-06-21 05:34:59.50885+00,e0b49d9a-8557-4249-96d2-372baf09bf13,,,
dup:script,dup:352b907fdbed,"
<SURNAME/>なんでも蓮華台の時間城で本物の武器を売っている
<SURNAME/>そうッスよ。物騒な話ッスねぇ。
<SURNAME/>なんでも品質は良いガ値段ガ高いそうッス。","[""\n<SURNAME/>听说在莲华台的时间城在卖真武器\n<SURNAME/>是啊。真是危险的话题呢。\n<SURNAME/>据说品质好但价格高。"", ""\n<SURNAME/>听说在莲华台的时间城，有卖真正的武器\n<SURNAME/>呢。真是危险的话题呢。\n<SURNAME/>据说品质好但价格高呢。"", ""\n<SURNAME/>听说莲华台时间城在卖\n<SURNAME/>真武器呢。真危险啊。\n<SURNAME/>据说品质好但价格高。"", ""\n<SURNAME/>听说莲华台的时间城在卖真\n<SURNAME/>武器呢。真危险哦。\n<SURNAME/>品质好但价格高呢。"", ""\n<SURNAME/>我听说莲华台的时间城在卖真武器。\n<SURNAME/>真是个危险的话题啊。\n<SURNAME/>据说品质很好，不过价格也很贵就是了。""]",\n<SURNAME/>我听说莲华台的时间城在卖真武器。\n<SURNAME/>真是个危险的话题啊。\n<SURNAME/>据说品质很好，不过价格也很贵就是了。,2026-06-20 14:25:11.914441+00,0be72aff-33b7-40c4-82ca-dd439af37e70,,,
dup:script,dup:362586cec4f8,"
<SURNAME/><c1d:9/>地は<SURNAME/>風に削られ<SURNAME/>水を育み
<SURNAME/>水は<SURNAME/>地に沿って流れ<SURNAME/>火を制す<c1d:1/>
","[""\n<SURNAME/><c1d:9/>地受<SURNAME/>风削蚀<SURNAME/>育水\n<SURNAME/>水沿<SURNAME/>地流淌<SURNAME/>制火<c1d:1/>\n"", ""\n<SURNAME/><c1d:9/>地受<SURNAME/>风蚀而<SURNAME/>育水\n<SURNAME/>水沿<SURNAME/>地流淌<SURNAME/>制火<c1d:1/>\n"", ""\n<SURNAME/><c1d:9/>地受风削<SURNAME/>滋养水\n<SURNAME/>水沿地流<SURNAME/>制约火<c1d:1/>\n"", ""\n<SURNAME/><c1d:9/>地被<SURNAME/>风削蚀<SURNAME/>孕育水\n<SURNAME/>水沿<SURNAME/>地流淌<SURNAME/>抑制火<c1d:1/>\n""]",\n<SURNAME/><c1d:9/>地受<SURNAME/>风蚀而<SURNAME/>育水\n<SURNAME/>水沿<SURNAME/>地流淌<SURNAME/>制火<c1d:1/>\n,2026-06-22 07:28:54.360913+00,1759c8c1-cf96-4585-bd00-e805cfb61c5e,,,
dup:script,dup:36df439039e9,"
<SURNAME/>噂のネタガ聞けるのは嬉しいんだけど、どうも武器
<SURNAME/>とか防具とか物騒な話ガ多くて嫌だね。
<SURNAME/>噂になるって事は、みんな武器ガ欲しいのかな?","[""\n<SURNAME/>听八卦是开心，但总是什么武器\n<SURNAME/>防具的危险话题，真烦。\n<SURNAME/>传这些…是大家都想要武器吗？"", ""\n<SURNAME/>听料是开心啦，但老是什么武器\n<SURNAME/>防具的危险话题，烦死了。\n<SURNAME/>传这些…大伙儿都想要家伙？"", ""\n<SURNAME/>能听到八卦是挺开心的，但老是武器\n<SURNAME/>啊防具啊这些危险话题，真讨厌。\n<SURNAME/>会变成传闻，说明大家都想要武器吗？"", ""\n<SURNAME/>虽然能听到各种各样的传闻是很开心了，但是\n<SURNAME/>像是武器啊防具啊这类危险话题也太多了，听都听烦了。\n<SURNAME/>既然能成传闻，难不成大家都想买武器吗?""]",\n<SURNAME/>虽然能听到各种各样的传闻是很开心了，但是\n<SURNAME/>像是武器啊防具啊这类危险话题也太多了，听都听烦了。\n<SURNAME/>既然能成传闻，难不成大家都想买武器吗?,2026-06-20 14:25:11.914441+00,0be72aff-33b7-40c4-82ca-dd439af37e70,,,
dup:script,dup:37c8635f0c26,"
<SURNAME/>ジュン!!
<SURNAME/>きみも、なんか言えよお!!
<SURNAME/>お姉ちゃんと、はなれちゃっていいのかよお!?
","[""\n<SURNAME/>淳!!\n<SURNAME/>你也说点什么啊!!\n<SURNAME/>和大姐姐分开，真的好吗!?\n"", ""\n<SURNAME/>淳!!\n<SURNAME/>你也说点啥啊!\n<SURNAME/>和姐姐分开，真的好吗!?\n""]",\n<SURNAME/>淳!!\n<SURNAME/>你也说点什么啊!!\n<SURNAME/>和大姐姐分开，真的好吗!?\n,2026-06-21 13:52:56.274767+00,7d9b495b-2ec3-40ec-a3c0-8d3b32c7da09,,,
dup:script,dup:38e1345a9ba6,"
<SURNAME/>聞きました?<SURNAME/>春日山高校には
<SURNAME/>妖怪のブキミちゃんガ出るそうッスよ。
<SURNAME/>マスカレードといい、賑やかな学校ッス。","[""\n<SURNAME/>你听说了吗？<SURNAME/>春日山高中有\n<SURNAME/>妖怪诡异酱出没哦。\n<SURNAME/>先是假面党，然后是这个，真是个热闹的学校啊。"", ""\n<SURNAME/>听说了吗?<SURNAME/>在春日山高中\n<SURNAME/>有妖怪诡异酱出现呢。\n<SURNAME/>又是假面舞会，真是个热闹的学校呢。"", ""\n<SURNAME/>听说了吗?<SURNAME/>春日山高中有\n<SURNAME/>妖怪布基米酱出没呢。\n<SURNAME/>假面舞会也是，真热闹的学校哦。"", ""\n<SURNAME/>听说了吗？<SURNAME/>春日山高中好像会出没叫“恐怖子”的妖怪哦。\n<SURNAME/>假面舞会也好，真是热闹的学校。"", ""\n<SURNAME/>听说了吗？<SURNAME/>春日山高中有\n<SURNAME/>妖怪布基米酱会出现哦。\n<SURNAME/>还有假面党，真是个热闹的学校呢。""]",\n<SURNAME/>你听说了吗？<SURNAME/>春日山高中有\n<SURNAME/>妖怪诡异酱出没哦。\n<SURNAME/>先是假面党，然后是这个，真是个热闹的学校啊。,2026-06-20 14:25:11.914441+00,0be72aff-33b7-40c4-82ca-dd439af37e70,,,
dup:script,dup:3a6d90333fd2,"
<SURNAME/>冴子先生は、こんな指示に従う人じゃない。<pause:30/>
<SURNAME/>筋ガ通らなきゃ、
<SURNAME/>相手ガ文部大臣だろうガブっ飛ばす人なんだ。","[""\n<SURNAME/>冴子老师不是会服从这种命令的人。<pause:30/>\n<SURNAME/>要是道理讲不通，\n<SURNAME/>就算对方是文部大臣她也照揍不误。"", ""\n<SURNAME/>冴子老师才不是会服从这种指示的人。<pause:30/>\n<SURNAME/>要是说不通的话， \n<SURNAME/>管他是文部大臣也照揍不误。""]",\n<SURNAME/>冴子老师才不是会服从这种指示的人。<pause:30/>\n<SURNAME/>要是说不通的话， \n<SURNAME/>管他是文部大臣也照揍不误。,2026-06-21 08:22:46.475236+00,783e1377-2c1a-4ed3-8c23-8e566e8028ff,,,
dup:script,dup:3b8f5229fbcd,"
<SURNAME/>ううう…<pause:15/>恐ろしい話を聞いたッス…<pause:15/>
<SURNAME/>ク…クダンの…クダンガ廃工場に…<pause:15/>
<SURNAME/>ああっ、もうこれ以上思い出したくないッス!","[""\n<SURNAME/>呜呜…<pause:15/>听到个恐怖传闻…<pause:15/>\n<SURNAME/>断…断头台…在废工厂…<pause:15/>\n<SURNAME/>啊啊！不想再回忆了！"", ""\n<SURNAME/>呜呜…<pause:15/>听到了可怕的事…<pause:15/>\n<SURNAME/>库…库丹的…库丹在废弃工厂…<pause:15/>\n<SURNAME/>啊，再也不想回忆了!"", ""\n<SURNAME/>呜呜…<pause:15/>听到了可怕的故事呢…<pause:15/>\n<SURNAME/>橱…橱柜的…橱柜在废弃工厂…<pause:15/>\n<SURNAME/>啊啊，再也不想回忆起来了呢!"", ""\n<SURNAME/>呜呜…<pause:15/>听说了可怕的事…<pause:15/>\n<SURNAME/>九…件的…件在废弃工厂…<pause:15/>\n<SURNAME/>啊啊，再也不想回忆起来了！"", ""\n<SURNAME/>呜呜…<pause:15/>我听到了超可怕的事情…<pause:15/>\n<SURNAME/>件…件…件在废工厂里…<pause:15/>\n<SURNAME/>啊啊，我再也不想回忆了！""]",\n<SURNAME/>呜呜…<pause:15/>我听到了超可怕的事情…<pause:15/>\n<SURNAME/>件…件…件在废工厂里…<pause:15/>\n<SURNAME/>啊啊，我再也不想回忆了！,2026-06-20 14:25:11.914441+00,0be72aff-33b7-40c4-82ca-dd439af37e70,,,
dup:script,dup:414b56678b56,"
<SURNAME/>さ〜て、
<SURNAME/>校長先生、予想通り動き出したわよ。<pause:30/>
<SURNAME/>さ、早く鍵を見つけて、時計台へレッツらゴー!","[""\n<SURNAME/>好啦～ \n<SURNAME/>校长先生，如我所料的行动了呢。<pause:30/>\n<SURNAME/>快找钥匙，去钟楼！Let's go！"", ""\n<SURNAME/>那么〜，\n<SURNAME/>校长果然如预料行动了哦。<pause:30/>\n<SURNAME/>赶紧找到钥匙，然后向着钟楼Let's Goー!""]",\n<SURNAME/>那么〜，\n<SURNAME/>校长果然如预料行动了哦。<pause:30/>\n<SURNAME/>赶紧找到钥匙，然后向着钟楼Let's Goー!,2026-06-27 07:52:59.466087+00,b630376d-a981-40c9-8fdc-bc086765a0dc,,,
dup:script,dup:4259e538eb63,"
<SURNAME/>なんでも夢崎区のトニーの店じゃ、
<SURNAME/>本物の武器を売ってるそうッスよ。
<SURNAME/>品質はいいけど、値段ガ高いそうッス。","[""\n<SURNAME/>听说在梦崎区的托尼的店\n<SURNAME/>在卖真武器呢。\n<SURNAME/>品质好但价格高。"", ""\n<SURNAME/>听说在梦崎区的托尼的店，\n<SURNAME/>有卖真正的武器呢。\n<SURNAME/>据说品质好但价格高呢。"", ""\n<SURNAME/>听说梦崎区托尼's店\n<SURNAME/>在卖真武器呢。\n<SURNAME/>品质好但价格高。"", ""\n<SURNAME/>听说梦崎区的托尼店\n<SURNAME/>在卖真武器呢。\n<SURNAME/>品质好但价格高哦。"", ""\n<SURNAME/>听说梦崎区的托尼的店\n<SURNAME/>在卖真武器呢。\n<SURNAME/>品质不错，但价格也很高就是了。""]",\n<SURNAME/>听说梦崎区的托尼的店\n<SURNAME/>在卖真武器呢。\n<SURNAME/>品质不错，但价格也很高就是了。,2026-06-20 14:25:11.914441+00,0be72aff-33b7-40c4-82ca-dd439af37e70,,,
dup:script,dup:47d1071ac456,"
<SURNAME/>時は再び動き出した…<pause:30/>
<SURNAME/>夢を告げる鐘の音を聞け!
","[""\n<SURNAME/> 时间已再度开始流动…<pause:30/> \n<SURNAME/>聆听这宣告梦想的钟声吧!\n"", ""\n<SURNAME/>时间已再度开始流动…<pause:30/>\n<SURNAME/>倾听宣告梦想的钟声!\n""]","\n<SURNAME/>时间已再度开始流动…<pause:30/>\n<SURNAME/>聆听这宣告梦想的钟声吧!
",2026-06-27 07:28:31.10981+00,f391071a-8be3-49de-a8e0-abdc3daca7eb,,,
dup:script,dup:4eb4b6f7b467,"
<SURNAME/>港南区のジヨリーロジャーで
<SURNAME/>本物の武器を売っているらしいッスよ。
<SURNAME/>品質も値段もまあ普通だそうッス。","[""\n<SURNAME/>在港南区的Jolly Roger，\n<SURNAME/>似乎有卖真正的武器呢。\n<SURNAME/>据说品质和价格都还算普通呢。"", ""\n<SURNAME/>在港南区的乔利罗杰\n<SURNAME/>好像在卖真武器哦。\n<SURNAME/>质量和价格据说还算普通。"", ""\n<SURNAME/>据说港南区的海盗旗咖啡店\n<SURNAME/>好像在卖真武器呢。\n<SURNAME/>不过品质和价格都普普通通就是了。"", ""\n<SURNAME/>港南区Jolly Roger\n<SURNAME/>在卖真武器呢。\n<SURNAME/>品质价格都算普通。"", ""\n<SURNAME/>港南区的快乐罗杰\n<SURNAME/>似乎在卖真武器呢。\n<SURNAME/>品质和价格都算普通。""]",\n<SURNAME/>据说港南区的海盗旗咖啡店\n<SURNAME/>好像在卖真武器呢。\n<SURNAME/>不过品质和价格都普普通通就是了。,2026-06-20 14:25:11.914441+00,0be72aff-33b7-40c4-82ca-dd439af37e70,,,
dup:script,dup:5108dcc1a4df,"
<SURNAME/>へぇ、カス校番長ガバンドを作ろうとしてるの。
<SURNAME/>それで、ヴォーカルだけは自分ガやるって?
<SURNAME/>ふふふ、そういう話、よく聞くよねぇ。","[""\n<SURNAME/>哦，渣校番长要组乐队啊。\n<SURNAME/>然后主唱要自己来？\n<SURNAME/>呵呵，这种话经常听到呢。"", ""\n<SURNAME/>哦，渣校的番长要组乐队啊。\n<SURNAME/>然后，主唱非要自己来？\n<SURNAME/>呵呵，这种故事，经常听说呢。"", ""\n<SURNAME/>嘿~渣高的番长想组乐队，\n<SURNAME/>而且还非得自己当主唱?\n<SURNAME/>呵呵，我经常听说这事呢。"", ""\n<SURNAME/>嘿～渣校番长要组乐队啊。\n<SURNAME/>还非要自己当主唱？\n<SURNAME/>呵呵，这种事儿听多了～"", ""\n<SURNAME/>嚯？渣校番长要组乐队啊。\n<SURNAME/>还非要自己当主唱？\n<SURNAME/>呵呵，这种事儿见多了。""]",\n<SURNAME/>嘿~渣高的番长想组乐队，\n<SURNAME/>而且还非得自己当主唱?\n<SURNAME/>呵呵，我经常听说这事呢。,2026-06-20 14:25:11.914441+00,0be72aff-33b7-40c4-82ca-dd439af37e70,,,
dup:script,dup:527bf84590dc,"
<SURNAME/>君って、いろいろネタを持ってるみたいだね。<pause:15/>
<SURNAME/>僕も新しいネタ仕入れとくからさ。
<SURNAME/>その時はまた、交換しようよ。","[""\n<SURNAME/>你好像掌握了很多传闻呢。<pause:15/>\n<SURNAME/>我也会搞点新消息。\n<SURNAME/>到时再交换吧。"", ""\n<SURNAME/>你好像有很多消息呢。<pause:15/>\n<SURNAME/>我也会去搞点新消息。\n<SURNAME/>到时候再交换吧。"", ""\n<SURNAME/>你小子料不少嘛～<pause:15/>\n<SURNAME/>我也去搞点新料，\n<SURNAME/>到时候再交换呗。""]",\n<SURNAME/>你好像掌握了很多传闻呢。<pause:15/>\n<SURNAME/>我也会搞点新消息。\n<SURNAME/>到时再交换吧。,2026-06-20 14:25:11.914441+00,0be72aff-33b7-40c4-82ca-dd439af37e70,,,
dup:script,dup:535e20a77049,"
<SURNAME/><c1d:9/>火は<SURNAME/>水によって鎮み<SURNAME/>風を起し
<SURNAME/>風は<SURNAME/>火より生まれ<SURNAME/>地を平す<c1d:1/>
","[""\n<SURNAME/><c1d:9/>火因<SURNAME/>水而息<SURNAME/>起风\n<SURNAME/>风自<SURNAME/>火而生<SURNAME/>平大地<c1d:1/>\n"", ""\n<SURNAME/><c1d:9/>火被<SURNAME/>水平息<SURNAME/>掀起风\n<SURNAME/>风从<SURNAME/>火而生<SURNAME/>平整地<c1d:1/>\n"", ""\n<SURNAME/><c1d:9/>火被<SURNAME/>水镇灭<SURNAME/>起风\n<SURNAME/>风从<SURNAME/>火生<SURNAME/>平地<c1d:1/>\n"", ""\n<SURNAME/><c1d:9/>火被水镇<SURNAME/>升起风\n<SURNAME/>风从火生<SURNAME/>平定地<c1d:1/>\n""]",\n<SURNAME/><c1d:9/>火因<SURNAME/>水而息<SURNAME/>起风\n<SURNAME/>风自<SURNAME/>火而生<SURNAME/>平大地<c1d:1/>\n,2026-06-22 07:28:54.360913+00,1759c8c1-cf96-4585-bd00-e805cfb61c5e,,,
dup:script,dup:552d896fa8ee,"
<SURNAME/>………<pause:60/>
<SURNAME/>フッ…よかろう。<pause:30/>
<SURNAME/>淳…お前は運命の車輪から外れたぞ。
","[""\n<SURNAME/>………<pause:60/>\n<SURNAME/>哼…好吧。<pause:30/>\n<SURNAME/>淳…你已偏离了命运之轮。\n"", ""\n<SURNAME/>………<pause:60/>\n<SURNAME/>哼…好吧。<pause:30/>\n<SURNAME/>淳…你已经脱离了命运之轮。\n""]",\n<SURNAME/>………<pause:60/>\n<SURNAME/>哼…好吧。<pause:30/>\n<SURNAME/>淳…你已经脱离了命运之轮。\n,2026-06-21 14:32:30.2691+00,ed1eb644-81d6-481b-abdf-7a939e503a62,,,
dup:script,dup:56680ebd9d96,"
<SURNAME/>港南区のジヨリーロジャーで
<SURNAME/>本物の武器を売っているらしいッスね。
<SURNAME/>下取り価格は良いガ、品揃えガ悪いそうッス。","[""\n<SURNAME/>在港南区的Jolly Roger\n<SURNAME/>好像在卖真武器呢。\n<SURNAME/>回收价不错，但但商品种类听说很差的说。"", ""\n<SURNAME/>在港南区的乔利罗杰\n<SURNAME/>好像在卖真武器呢。\n<SURNAME/>回收价不错，但品种据说很差。"", ""\n<SURNAME/>据说港南区的海盗旗咖啡店\n<SURNAME/>好像在卖真武器呢。\n<SURNAME/>回收价不错，但种类也很少就是了。"", ""\n<SURNAME/>港南区Jolly Roger\n<SURNAME/>在卖真武器呢。\n<SURNAME/>回收价高但品种少。"", ""\n<SURNAME/>港南区的快乐罗杰\n<SURNAME/>似乎在卖真武器呢。\n<SURNAME/>回收价高但品种少。""]",\n<SURNAME/>据说港南区的海盗旗咖啡店\n<SURNAME/>好像在卖真武器呢。\n<SURNAME/>回收价不错，但种类也很少就是了。,2026-06-20 14:25:11.914441+00,0be72aff-33b7-40c4-82ca-dd439af37e70,,,
dup:script,dup:56d3c32d7bb8,"
<SURNAME/>ガはははっ、見たか、スマイル平坂の燃え様を。<pause:15/>
<SURNAME/>そうだ、あの炎だ。あれガこのつまらん世の中を
<SURNAME/>綺麗に焼き払ってくれる。燃えろ燃えろ!","[""\n<SURNAME/>哇哈哈哈，你们看到了吗，微笑平坂烧起来的样子。<pause:15/>\n<SURNAME/>没错，就是那火焰。那火焰会把这无聊的世界上的一切\n<SURNAME/>全都烧得干干净净。烧吧，烧吧！"", ""\n<SURNAME/>嘎哈哈哈，看到没，微笑平坂烧得多旺。<pause:15/>\n<SURNAME/>对，就是那火焰。它会把这无聊世界\n<SURNAME/>烧个干净。烧吧烧吧!""]",\n<SURNAME/>哇哈哈哈，你们看到了吗，微笑平坂烧起来的样子。<pause:15/>\n<SURNAME/>没错，就是那火焰。那火焰会把这无聊的世界上的一切\n<SURNAME/>全都烧得干干净净。烧吧，烧吧！,2026-06-20 14:25:11.914441+00,0be72aff-33b7-40c4-82ca-dd439af37e70,,,
dup:script,dup:58764b1bb9e8,"
<SURNAME/>しかしなんだねぇ。学生なんぞやめちまった今でも
<SURNAME/>学園祭だって街ガ賑やかになると、
<SURNAME/>こっちまでワクワクしてくるもんだなぁ。","[""\n<SURNAME/>不过啊，就算我早不是学生了，\n<SURNAME/>学园祭让街上热闹起来，\n<SURNAME/>连我都跟着兴奋呢。"", ""\n<SURNAME/>不过啊，虽然学生时代早就结束了，\n<SURNAME/>但学园祭让城市热闹起来的时候，\n<SURNAME/>连我这边都跟着兴奋起来了呢。"", ""\n<SURNAME/>不过话说回来，虽然自己早就不是学生了，\n<SURNAME/>但是一到举办学园祭、城里热热闹闹的时候，\n<SURNAME/>自己还是会兴奋起来呢。""]",\n<SURNAME/>不过话说回来，虽然自己早就不是学生了，\n<SURNAME/>但是一到举办学园祭、城里热热闹闹的时候，\n<SURNAME/>自己还是会兴奋起来呢。,2026-06-20 14:25:11.914441+00,0be72aff-33b7-40c4-82ca-dd439af37e70,,,
dup:script,dup:5a355eab3311,"
<SURNAME/>え?<SURNAME/>あの探偵事務所においてある招きネコって
<SURNAME/>お喋りするの?<SURNAME/>はは、それも面白いネタだね。
<SURNAME/>じゃあ、噂交換いたしましょう。","[""\n<SURNAME/>咦?<SURNAME/>侦探事务所的招财猫\n<SURNAME/>会说话?<SURNAME/>哈哈，很有趣的传闻呢。\n<SURNAME/>那，来交换传闻吧。"", ""\n<SURNAME/>咦？<SURNAME/>那个侦探事务所里的招财猫\n<SURNAME/>会说话？<SURNAME/>哈哈，那也是个有趣的传闻呢。\n<SURNAME/>那么，我们来交换传闻吧。"", ""\n<SURNAME/>诶？<SURNAME/>那个侦探事务所放的招财猫\n<SURNAME/>会说话？<SURNAME/>哈哈，那也很有趣的传闻呢。\n<SURNAME/>那，来交换传闻吧。"", ""\n<SURNAME/>诶？<SURNAME/>那个侦探事务所放的招财猫\n<SURNAME/>会说话？<SURNAME/>哈哈，那也很有趣的料呢。\n<SURNAME/>那，我们来交换传闻吧。"", ""\n<SURNAME/>诶？<SURNAME/>那家侦探事务所的招财猫\n<SURNAME/>会说话？<SURNAME/>哈哈，这传闻有意思。\n<SURNAME/>那咱们交换情报吧。""]",\n<SURNAME/>咦?<SURNAME/>侦探事务所的招财猫\n<SURNAME/>会说话?<SURNAME/>哈哈，很有趣的传闻呢。\n<SURNAME/>那，来交换传闻吧。,2026-06-20 14:25:11.914441+00,0be72aff-33b7-40c4-82ca-dd439af37e70,,,
dup:script,dup:5e642d6d1378,"
<SURNAME/>アハハ、時間城の伝説の武器は、
<SURNAME/>悪魔に寧われてしまったそうッスよ。
<SURNAME/>なんともお粗末な話ッスね。","[""\n<SURNAME/>哈哈，时间城的传说武器，\n<SURNAME/>好像被恶魔抢走了。\n<SURNAME/>真是丢人的故事啊。"", ""\n<SURNAME/>啊哈哈，我听说时间城的传说武器\n<SURNAME/>被恶魔抢走了。\n<SURNAME/>真是丢人啊。"", ""\n<SURNAME/>啊哈哈，时间城的传说武器，\n<SURNAME/>听说被恶魔抢走了。\n<SURNAME/>真是糟糕的故事呢。"", ""\n<SURNAME/>啊哈哈，时间城的传说武器，\n<SURNAME/>好像被恶魔抢走了呢。\n<SURNAME/>真是丢人的故事呢。"", ""\n<SURNAME/>啊哈哈，时间城的传说武器，\n<SURNAME/>被恶魔抢了。\n<SURNAME/>真够惨的。""]",\n<SURNAME/>啊哈哈，我听说时间城的传说武器\n<SURNAME/>被恶魔抢走了。\n<SURNAME/>真是丢人啊。,2026-06-20 14:25:11.914441+00,0be72aff-33b7-40c4-82ca-dd439af37e70,,,
dup:script,dup:608202c57dc2,"
<SURNAME/>まだ、わからない事ガ多過ぎるわ。<pause:30/>
<SURNAME/>淳クンのお父さんの事、あのペルソナの事…<pause:30/>
<SURNAME/>なぜ、噂ガ現実になるのか…
","[""\n<SURNAME/>还有太多不明白的事。<pause:30/>\n<SURNAME/>关于淳君的父亲、那个Persona…<pause:30/>\n<SURNAME/>为什么传闻会变成现实…\n"", ""\n<SURNAME/>还有太多未解之事。<pause:30/>\n<SURNAME/>淳君父亲的事，那个Persona的事…<pause:30/>\n<SURNAME/>为何传闻会成真…\n""]",\n<SURNAME/>还有太多不明白的事。<pause:30/>\n<SURNAME/>关于淳君的父亲、那个Persona…<pause:30/>\n<SURNAME/>为什么传闻会变成现实…\n,2026-06-21 14:48:14.413325+00,76721e66-8673-4e56-856e-b8314983f6f8,,,
