classification,source_file,string_id,local_path,jp,local_content,candidate_contents_json,merged_contents_json
local_conflict_review,field:1114_22d,field:1114_22d:0xa138,frontend/public/games/p2is/groups/field_1114_22d.json,<c1d:11/>おじさん<c1d:1/>\n<c20/>まさに駄目押しという感じですなぁ。<c5:15/>\n<c20/>これでイン・ラケチを疑う人間は\n<c20/>いなくなったでしょう。<c6/><c2/>,"<c1d:11/>おじさん<c1d:1/>
<c20/>まさに駄目押しという感じですなぁ。<c5:15/>
<c20/>これでイン・ラケチを疑う人間は
<c20/>いなくなったでしょう。<c6/><c2/>","[""<c1d:11/>大叔<c1d:1/>\\n<c20/>真是多此一举啊，<c5:15/>\\n<c20/>这下没有人会怀疑\\n<c20/>In Lak' ech了吧。<c6/><c2/>""]","[""<c1d:11/>大叔<c1d:1/>\\n<c20/>真是多此一举啊，<c5:15/>\\n<c20/>这下没有人会怀疑\\n<c20/>In Lak' ech了吧。<c6/><c2/>""]"
local_conflict_review,field:1114_22d,field:1114_22d:0xa1b4,frontend/public/games/p2is/groups/field_1114_22d.json,<c1d:11/>おじさん<c1d:1/>\n<c20/>また随分と派手な建物ガ出て来ましたなぁ。<c5:10/>\n<c20/>仮面党もラスト・バタリオンも、今はあの中で\n<c20/>闘っているようですよ。<c6/><c2/><c1d:11/>おじさん<c1d:1/>\n<c20/>上では戦闘、下は滅亡…ですか…<c5:15/>\n<c20/>あなた、地上でこれから何ガ起きるのか、\n<c20/>興味はありませんか?<c6/><c2/>,"<c1d:11/>おじさん<c1d:1/>
<c20/>また随分と派手な建物ガ出て来ましたなぁ。<c5:10/>
<c20/>仮面党もラスト・バタリオンも、今はあの中で
<c20/>闘っているようですよ。<c6/><c2/><c1d:11/>おじさん<c1d:1/>
<c20/>上では戦闘、下は滅亡…ですか…<c5:15/>
<c20/>あなた、地上でこれから何ガ起きるのか、
<c20/>興味はありませんか?<c6/><c2/>","[""<c1d:11/>おじさん<c1d:1/>\\n<c20/>又冒出来一栋相当气派的建筑啊。<c5:10/>\\n<c20/>假面党和最终部队\\n<c20/>都在那里面打架呢吧。<c6/><c2/><c1d:11/>大叔<c1d:1/>\\n<c20/>上面在战斗，下面要灭亡…吗…<c5:15/>\\n<c20/>你对地面接下来会发生什么\\n<c20/>不感到好奇吗?<c6/><c2/>""]","[""<c1d:11/>おじさん<c1d:1/>\\n<c20/>又冒出来一栋相当气派的建筑啊。<c5:10/>\\n<c20/>假面党和最终部队\\n<c20/>都在那里面打架呢吧。<c6/><c2/><c1d:11/>大叔<c1d:1/>\\n<c20/>上面在战斗，下面要灭亡…吗…<c5:15/>\\n<c20/>你对地面接下来会发生什么\\n<c20/>不感到好奇吗?<c6/><c2/>""]"
local_conflict_review,field:1114_22d,field:1114_22d:0xa2be,frontend/public/games/p2is/groups/field_1114_22d.json,<c1d:11/>おじさん<c1d:1/>\n<c20/>聞くところによると、\n<c20/>グランドクロスガ完成すると\n<c20/>地上に隕石の雨ガ降り注ぐそうですよ。<c6/><c2/><c1d:11/>おじさん<c1d:1/>\n<c20/>しかしこれはデマでしょう。<c5:10/>\n<c20/>あのイン・ラケチに、\n<c20/>そのような託宣は無かったはずですから。<c6/><c2/>,"<c1d:11/>おじさん<c1d:1/>
<c20/>聞くところによると、
<c20/>グランドクロスガ完成すると
<c20/>地上に隕石の雨ガ降り注ぐそうですよ。<c6/><c2/><c1d:11/>おじさん<c1d:1/>
<c20/>しかしこれはデマでしょう。<c5:10/>
<c20/>あのイン・ラケチに、
<c20/>そのような託宣は無かったはずですから。<c6/><c2/>","[""<c1d:11/>大叔<c1d:1/>\\n<c20/>我听说，\\n<c20/>当大十字完成之时，\\n<c20/>地面将遭遇陨石雨。<c6/><c2/><c1d:11/>大叔<c1d:1/>\\n<c20/>可是这应该是个谣言吧。<c5:10/>\\n<c20/>In Lak' ech里的\\n<c20/>神谕可没记载这样的事情啊。<c6/><c2/>""]","[""<c1d:11/>大叔<c1d:1/>\\n<c20/>我听说，\\n<c20/>当大十字完成之时，\\n<c20/>地面将遭遇陨石雨。<c6/><c2/><c1d:11/>大叔<c1d:1/>\\n<c20/>可是这应该是个谣言吧。<c5:10/>\\n<c20/>In Lak' ech里的\\n<c20/>神谕可没记载这样的事情啊。<c6/><c2/>""]"
local_conflict_review,field:50,field:50:0x2664,frontend/public/games/p2is/groups/field_50.json,七福神の一人 恵比寿神\n海の幸をもたらす神\n<c6/>\n,七福神之一 惠比寿神\n带来海洋物产的神\n<c6/>\n,"[""七福神之一 惠比寿神\\n带来海洋恩惠的神\\n<c6/>\\n""]","[""七福神之一 惠比寿神\\n带来海洋恩惠的神\\n<c6/>\\n""]"
multiple_versions_review,field:77_0d,field:77_0d:0x0,frontend/public/games/p2is/groups/field_77_0d.json,<c1d:11/>イシス<c1d:1/>\n<c20/>妾はイシス…かつてありしもの、\n<c20/>あるもの、あるであろうものの全て…\n<c20/>人の子よ、すなわち、そなたも妾ということじゃ\n<c6/><c2/>,<c1d:11/>伊西斯<c1d:1/>\n<c20/>本宫乃伊西斯…往存一切物、\n<c20/>现存一切物、将存一切物之全部…\n<c20/>人之子啊，换言之，你亦即是本宫\n<c6/><c2/>,"[""<c1d:11/>伊西斯<c1d:1/>\\n<c20/>本宫乃伊西斯…往存一切物、\\n<c20/>现存一切物、将存一切物之全部…\\n<c20/>人之子啊，换言之，你亦即是本宫\\n<c6/><c2/>"", ""<c1d:11/>伊西斯<c1d:1/>\\n<c20/>本尊乃伊西斯…往存一切物、\\n<c20/>现存一切物、将存一切物之全部…\\n<c20/>人之子啊，换言之，你亦即是本尊\\n<c6/><c2/>""]","[""<c1d:11/>伊西斯<c1d:1/>\\n<c20/>本宫乃伊西斯…往存一切物、\\n<c20/>现存一切物、将存一切物之全部…\\n<c20/>人之子啊，换言之，你亦即是本宫\\n<c6/><c2/>"", ""<c1d:11/>伊西斯<c1d:1/>\\n<c20/>本尊乃伊西斯…往存一切物、\\n<c20/>现存一切物、将存一切物之全部…\\n<c20/>人之子啊，换言之，你亦即是本尊\\n<c6/><c2/>""]"
local_conflict_review,field:77_102d,field:77_102d:0x0,frontend/public/games/p2is/groups/field_77_102d.json,<c1d:11/>イーリス<c1d:1/>\n<c20/>イーリスはぁ<c20/>虹のリボンの女の子お♪\n<c20/>あなたにもお<c20/>虹のリボンをあげましょお♪\n<c20/>これから<c20/>ずうっと<c20/>よろしくね♥\n<c6/><c2/>,<c1d:11/>伊里斯<c1d:1/>\n<c20/>伊里斯是彩虹缎带的女孩哦♪<c20/>也给你彩虹缎带吧♪\n<c20/>从今往后请多关照啦♥\n<c6/><c2/>,"[""<c1d:11/>伊里斯<c1d:1/>\\n<c20/>伊里斯呀<c20/>是系着彩虹缎带的女孩子哦♪\\n<c20/>也送给你<c20/>一条彩虹缎带吧♪\\n<c20/>从今往后，<c20/>一直一直，<c20/>请多关照啦♥\\n<c6/><c2/>""]","[""<c1d:11/>伊里斯<c1d:1/>\\n<c20/>伊里斯呀<c20/>是系着彩虹缎带的女孩子哦♪\\n<c20/>也送给你<c20/>一条彩虹缎带吧♪\\n<c20/>从今往后，<c20/>一直一直，<c20/>请多关照啦♥\\n<c6/><c2/>""]"
local_conflict_review,field:77_104d,field:77_104d:0x0,frontend/public/games/p2is/groups/field_77_104d.json,<c1d:11/>ナンナル<c1d:1/>\n<c20/>私はナンナル…\n<c20/>遠き日の運命決める月輪の主…\n<c20/>行くべき道は、麗しき月光の先に見出しなさい…\n<c6/><c2/>,<c1d:11/>南纳尔<c1d:1/>\n<c20/>我是南纳尔…\n<c20/>决定遥远之日命运的月轮之主…\n<c20/>应行之路，请在美丽月光的前方寻找…\n<c6/><c2/>,"[""<c1d:11/>南纳<c1d:1/>\\n<c20/>我是南纳…\\n<c20/>执掌亘古宿命的月轮之主…\\n<c20/>应行之路，当于皎洁月光之彼端寻得…\\n<c6/><c2/>""]","[""<c1d:11/>南纳<c1d:1/>\\n<c20/>我是南纳…\\n<c20/>执掌亘古宿命的月轮之主…\\n<c20/>应行之路，当于皎洁月光之彼端寻得…\\n<c6/><c2/>""]"
local_conflict_review,field:77_107d,field:77_107d:0x0,frontend/public/games/p2is/groups/field_77_107d.json,<c1d:11/>サキュバス<c1d:1/>\n<c20/>わたくしはサキュバス…\n<c20/>つまらない現実など捨てておしまいなさい。\n<c20/>淫夢の中で、至高の快楽を教えてあげてよ♥\n<c6/><c2/>,<c1d:11/>魅魔<c1d:1/>\n<c20/>我是魅魔…\n<c20/>请舍弃无聊的现实吧。\n<c20/>在淫梦中，让我教你至高的快乐吧♥\n<c6/><c2/>,"[""<c1d:11/>女梦魔<c1d:1/>\\n<c20/>我是女梦魔…\\n<c20/>请舍弃无聊的现实吧。\\n<c20/>在淫梦中，让我教你至高的快乐吧♥\\n<c6/><c2/>""]","[""<c1d:11/>女梦魔<c1d:1/>\\n<c20/>我是女梦魔…\\n<c20/>请舍弃无聊的现实吧。\\n<c20/>在淫梦中，让我教你至高的快乐吧♥\\n<c6/><c2/>""]"
local_conflict_review,field:77_108d,field:77_108d:0x0,frontend/public/games/p2is/groups/field_77_108d.json,<c1d:11/>マイア・改<c1d:1/>\n<c20/>我ガ名はマイア<c20/>真の力に目覚めし昴の使い…\n<c20/>過去には花を<c20/>汝の心に豊穣を\n<c20/>十六夜月は<c20/>今満天の明月へ…\n<c6/><c2/>,<c1d:11/>迈亚·改<c1d:1/>\n<c20/>吾名迈亚<c20/>觉醒真正力量的昴宿使者…\n<c20/>过去献上花朵<c20/>于汝心献上丰饶\n<c20/>十六夜之月<c20/>如今化为满天的明月…\n<c6/><c2/>,"[""<c1d:11/>迈亚·改<c1d:1/>\\n<c20/>吾名迈亚<c20/>乃觉醒本真力量的昴星之使…\\n<c20/>予往昔繁花<c20/>予汝心丰饶\\n<c20/>十六夜之月<c20/>今已化作满天的明月…\\n<c6/><c2/>""]","[""<c1d:11/>迈亚·改<c1d:1/>\\n<c20/>吾名迈亚<c20/>乃觉醒本真力量的昴星之使…\\n<c20/>予往昔繁花<c20/>予汝心丰饶\\n<c20/>十六夜之月<c20/>今已化作满天的明月…\\n<c6/><c2/>""]"
local_conflict_review,field:77_109d,field:77_109d:0x0,frontend/public/games/p2is/groups/field_77_109d.json,<c1d:11/>パリカー<c1d:1/>\n<c20/>そう、あなたガあたしのパートナーなのね?\n<c20/>人生は一瞬の流れ星。快楽に身を任せた方ガ得よ。\n<c20/>パリカーガ、忘れられない一生にしてあげるわ♥\n<c6/><c2/>,<c1d:11/>帕里卡<c1d:1/>\n<c20/>哦，你就是我的搭档呢?\n<c20/>人生是刹那的流星。投身于快乐才更划算哦。\n<c20/>帕里卡会让你拥有难忘的一生哦♥\n<c6/><c2/>,"[""<c1d:11/>帕莉卡<c1d:1/>\\n<c20/>所以，你就是我的搭档对吧？\\n<c20/>人生不过是转瞬即逝的流星。投身于快乐才更划算哦。\\n<c20/>我帕莉卡，会给你一段毕生难忘的人生♥\\n<c6/><c2/>""]","[""<c1d:11/>帕莉卡<c1d:1/>\\n<c20/>所以，你就是我的搭档对吧？\\n<c20/>人生不过是转瞬即逝的流星。投身于快乐才更划算哦。\\n<c20/>我帕莉卡，会给你一段毕生难忘的人生♥\\n<c6/><c2/>""]"
merged_versions_conflict,field:77_10d,field:77_10d:0x0,frontend/public/games/p2is/groups/field_77_10d.json,<c1d:11/>シフ<c1d:1/>\n<c20/>妾はシフ…\n<c20/>今こそ、雷神の妻ガ美貌だけでは務まらぬ事、\n<c20/>知らしめる時ぞ。\n<c6/><c2/>,"<c1d:11/>希芙<c1d:1/>
<c20/>妾是希芙…
<c20/>此刻，正是让世人知晓，雷神之妻仅凭美貌无法胜任之时。
<c6/><c2/>","[""<c1d:11/>希芙<c1d:1/> <c20/>本宫乃希芙… <c20/>此刻正是让世人知晓，雷神之妻绝非仅凭美貌便可担当之时。 <c6/><c2/>"", ""<c1d:11/>希芙<c1d:1/> <c20/>本尊乃希芙… <c20/>此刻正是让世人知晓，雷神之妻绝非仅凭美貌便可担当之时。 <c6/><c2/>""]","[""<c1d:11/>希芙<c1d:1/> <c20/>本宫乃希芙… <c20/>此刻正是让世人知晓，雷神之妻绝非仅凭美貌便可担当之时。 <c6/><c2/>"", ""<c1d:11/>希芙<c1d:1/> <c20/>本尊乃希芙… <c20/>此刻正是让世人知晓，雷神之妻绝非仅凭美貌便可担当之时。 <c6/><c2/>""]"
local_conflict_review,field:77_110d,field:77_110d:0x0,frontend/public/games/p2is/groups/field_77_110d.json,<c1d:11/>マイア<c1d:1/>\n<c20/>我ガ名はマイア…\n<c20/>天蓋に煌くスバルの御業、\n<c20/>望月背負いし、汝ガために奮いましょう…\n<c6/><c2/>,<c1d:11/>迈亚<c1d:1/>\n<c20/>吾名迈亚…\n<c20/>在天穹的昴宿之御业，\n<c20/>背负满月，为汝而奋起吧…\n<c6/><c2/>,"[""<c1d:11/>迈亚<c1d:1/>\\n<c20/>吾名迈亚…\\n<c20/>天穹之上闪耀着昴星的神威，\\n<c20/>身负满月之辉，愿为汝倾力而战…\\n<c6/><c2/>""]","[""<c1d:11/>迈亚<c1d:1/>\\n<c20/>吾名迈亚…\\n<c20/>天穹之上闪耀着昴星的神威，\\n<c20/>身负满月之辉，愿为汝倾力而战…\\n<c6/><c2/>""]"
local_conflict_review,field:77_111d,field:77_111d:0x0,frontend/public/games/p2is/groups/field_77_111d.json,<c1d:11/>ヴィローシャナ<c1d:1/>\n<c20/>汝ガ内なる曼荼羅の<c20/>蓮華の華の上に座し\n<c20/>森羅万象形象せしは<c20/>我偉大なる光照者の姿なり\n<c20/>我は汝…汝こそガ、ヴィローシャナの姿なり…\n<c6/><c2/>,"<c1d:11/>毗卢遮那<c1d:1/>
<c20/>汝之内在曼荼罗的<c20/>莲花之上端坐
<c20/>森罗万象所显现者<c20/>乃我伟大光照者之姿
<c20/>我即汝…汝正是毗卢遮那之姿…
<c6/><c2/>","[""<c1d:11/>毗卢遮那<c1d:1/> <c20/>于汝自心曼荼罗的<c20/>莲台之上安坐 <c20/>化现森罗万象者<c20/>乃吾光明遍照之正身 <c20/>吾即是汝…汝自身，便是毗卢遮那之本貌… <c6/><c2/>""]","[""<c1d:11/>毗卢遮那<c1d:1/> <c20/>于汝自心曼荼罗的<c20/>莲台之上安坐 <c20/>化现森罗万象者<c20/>乃吾光明遍照之正身 <c20/>吾即是汝…汝自身，便是毗卢遮那之本貌… <c6/><c2/>""]"
merged_versions_conflict,field:77_112d,field:77_112d:0x0,frontend/public/games/p2is/groups/field_77_112d.json,<c1d:11/>アポロ<c1d:1/>\n<c20/>我は汝…汝は我…\n<c20/>我は汝の心の海より出でし者…\n<c20/>烈日と蒼穹の支配者アポロなり…\n<c6/><c2/>,"<c1d:11/>阿波罗<c1d:1/>
<c20/>我即汝…汝即我…
<c20/>我乃从汝心海涌现者…
<c20/>烈日与苍穹之支配者阿波罗是也…
<c6/><c2/>","[""<c1d:11/>阿波罗<c1d:1/> <c20/>吾即是汝…汝即是吾… <c20/>吾乃自汝心海诞生之存在… <c20/>执掌烈日与苍穹的主宰便是吾阿波罗… <c6/><c2/>"", ""<c1d:11/>阿波罗<c1d:1/> <c20/>吾即是汝…汝即是吾… <c20/>吾乃自汝心海诞生之存在… <c20/>执掌烈日与苍穹的主宰便是我阿波罗… <c6/><c2/>""]","[""<c1d:11/>阿波罗<c1d:1/> <c20/>吾即是汝…汝即是吾… <c20/>吾乃自汝心海诞生之存在… <c20/>执掌烈日与苍穹的主宰便是吾阿波罗… <c6/><c2/>"", ""<c1d:11/>阿波罗<c1d:1/> <c20/>吾即是汝…汝即是吾… <c20/>吾乃自汝心海诞生之存在… <c20/>执掌烈日与苍穹的主宰便是我阿波罗… <c6/><c2/>""]"
local_conflict_review,field:77_113d,field:77_113d:0x0,frontend/public/games/p2is/groups/field_77_113d.json,<c1d:11/>イルダーナ<c1d:1/>\n<c20/>我は、輝ける者イルダーナ!\n<c20/>魔の十字剣と魔槍にて、{93f}難払う白日の戦士なり!\n<c20/>何人たりとも、我らガ行く手を阻むことはできぬ\n<c6/><c2/>,"<c1d:11/>伊尔达纳<c1d:1/>
<c20/>我乃闪耀者伊尔达纳!
<c20/>以魔之十字剑与魔枪，{93f}难驱散的白昼战士!
<c20/>无论何人，皆无法阻挡我等前进之路
<c6/><c2/>","[""<c1d:11/>伊尔达纳赫<c1d:1/>\\n<c20/>吾乃闪耀者伊尔达纳赫!\\n<c20/>手持魔十字剑与魔枪，身为扫除{93f}难的白昼战士\\n<c20/>天下无人可阻吾等前路\\n<c6/><c2/>""]","[""<c1d:11/>伊尔达纳赫<c1d:1/>\\n<c20/>吾乃闪耀者伊尔达纳赫!\\n<c20/>手持魔十字剑与魔枪，身为扫除{93f}难的白昼战士\\n<c20/>天下无人可阻吾等前路\\n<c6/><c2/>""]"
local_conflict_review,field:77_114d,field:77_114d:0x0,frontend/public/games/p2is/groups/field_77_114d.json,<c1d:11/>へイムダル<c1d:1/>\n<c20/>私はへイムダル…既にギャラル木ルンは鳴った…\n<c20/>黄昏ガ過ぎ、日ガまた昇るか否かを決めるのは、\n<c20/>お前の気概次第と心せよ…\n<c6/><c2/>,"<c1d:11/>海姆达尔<c1d:1/>
<c20/>我是海姆达尔…加拉尔号角已鸣响…
<c20/>黄昏已过，日是否再升，
<c20/>取决于汝之气概，谨记…
<c6/><c2/>","[""<c1d:11/>海姆达尔<c1d:1/>\\n<c20/>我是海姆达尔…加拉尔号角已吹响…\\n<c20/>黄昏落幕之后，朝阳能否再度东升，\\n<c20/>须谨记，皆取决于你心中气魄…\\n<c6/><c2/>""]","[""<c1d:11/>海姆达尔<c1d:1/>\\n<c20/>我是海姆达尔…加拉尔号角已吹响…\\n<c20/>黄昏落幕之后，朝阳能否再度东升，\\n<c20/>须谨记，皆取决于你心中气魄…\\n<c6/><c2/>""]"
local_conflict_review,field:77_115d,field:77_115d:0x0,frontend/public/games/p2is/groups/field_77_115d.json,<c1d:11/>ヴォルカヌス・改<c1d:1/>\n<c20/>心友想う汝の情ガ、我ガ浄火の燈なり…\n<c20/>我は汝…汝は我…\n<c20/>我は神代の火焔に目覚めしヴォルカヌスなり…\n<c6/><c2/>,"<c1d:11/>伏尔甘·改<c1d:1/>
<c20/>思念心友之情，乃我净火之灯…
<c20/>我即汝…汝即我…
<c20/>我乃神代火焰中觉醒之伏尔甘…
<c6/><c2/>","[""<c1d:11/>伏尔甘·改<c1d:1/>\\n<c20/>汝那思念知己的满腔情意，化作了吾净业圣火之灯…\\n<c20/>吾即是汝…汝即是吾…\\n<c20/>吾乃自神代烈火中苏醒之伏尔甘是也…\\n<c6/><c2/>""]","[""<c1d:11/>伏尔甘·改<c1d:1/>\\n<c20/>汝那思念知己的满腔情意，化作了吾净业圣火之灯…\\n<c20/>吾即是汝…汝即是吾…\\n<c20/>吾乃自神代烈火中苏醒之伏尔甘是也…\\n<c6/><c2/>""]"
local_conflict_review,field:77_116d,field:77_116d:0x0,frontend/public/games/p2is/groups/field_77_116d.json,<c1d:11/>キニチ・カクモ<c1d:1/>\n<c20/>我ハ<c20/>キニチ・カクモ\n<c20/>極彩色ノ光翼デ<c20/>天ヲ羽バタク太陽鳥\n<c20/>オマエノ心ノ闇ヲ<c20/>払ッテヤロウ\n<c6/><c2/>,"<c1d:11/>基尼奇·卡库莫<c1d:1/>
<c20/>我乃<c20/>基尼奇·卡库莫
<c20/>以极彩色之光翼<c20/>翱翔天际的太阳鸟
<c20/>将汝心中之暗<c20/>驱散吧
<c6/><c2/>","[""<c1d:11/>基尼奇·卡克莫<c1d:1/>\\n<c20/>吾乃<c20/>基尼奇·卡克莫\\n<c20/>振绚烂缤纷的光彩之翼<c20/>翱翔天穹的太阳鸟\\n<c20/>你心中之黑暗<c20/>就由吾来驱散\\n<c6/><c2/>""]","[""<c1d:11/>基尼奇·卡克莫<c1d:1/>\\n<c20/>吾乃<c20/>基尼奇·卡克莫\\n<c20/>振绚烂缤纷的光彩之翼<c20/>翱翔天穹的太阳鸟\\n<c20/>你心中之黑暗<c20/>就由吾来驱散\\n<c6/><c2/>""]"
local_conflict_review,field:77_117d,field:77_117d:0x0,frontend/public/games/p2is/groups/field_77_117d.json,<c1d:11/>スーリヤ<c1d:1/>\n<c20/>私は、光明の創造者スーリヤ…\n<c20/>黄金の腕と{940}で、悪行屠る炎の柱。\n<c20/>汝、世を照らす太陽のごとくあれ…\n<c6/><c2/>,"<c1d:11/>苏利耶<c1d:1/>
<c20/>我乃光明之创造者苏利耶…
<c20/>以黄金之腕与{940}，屠戮恶行之炎柱。
<c20/>汝，如照耀世界之太阳般存在…
<c6/><c2/>","[""<c1d:11/>苏利耶<c1d:1/>\\n<c20/>我是，光明之创造者苏利耶…\\n<c20/>凭黄金之臂与发，化作屠戮恶行的冲天火柱。\\n<c20/>愿汝，如普照世间的骄阳般，光耀四方…\\n<c6/><c2/>""]","[""<c1d:11/>苏利耶<c1d:1/>\\n<c20/>我是，光明之创造者苏利耶…\\n<c20/>凭黄金之臂与发，化作屠戮恶行的冲天火柱。\\n<c20/>愿汝，如普照世间的骄阳般，光耀四方…\\n<c6/><c2/>""]"
local_conflict_review,field:77_118d,field:77_118d:0x0,frontend/public/games/p2is/groups/field_77_118d.json,<c1d:11/>ヴォルカヌス<c1d:1/>\n<c20/>我は汝…汝は我…<c20/>我は汝の心の海より出でし者…\n<c20/>一切の不浄薙ぎ払う、\n<c20/>業火の運び手ヴォルカヌスなり。\n<c6/><c2/>,"<c1d:11/>伏尔甘<c1d:1/>
<c20/>我即汝…汝即我…<c20/>我乃从汝心海涌现者…
<c20/>一切不净皆斩除，
<c20/>业火之运载者伏尔甘是也。
<c6/><c2/>","[""<c1d:11/>伏尔甘<c1d:1/>\\n<c20/>吾即是汝…汝即是吾…<c20/>吾乃自汝之心海降生者…\\n<c20/>扫荡世间一切污浊，\\n<c20/>驾驭业火者伏尔甘在此。\\n<c6/><c2/>""]","[""<c1d:11/>伏尔甘<c1d:1/>\\n<c20/>吾即是汝…汝即是吾…<c20/>吾乃自汝之心海降生者…\\n<c20/>扫荡世间一切污浊，\\n<c20/>驾驭业火者伏尔甘在此。\\n<c6/><c2/>""]"
local_conflict_review,field:77_119d,field:77_119d:0x0,frontend/public/games/p2is/groups/field_77_119d.json,<c1d:11/>サタン<c1d:1/>\n<c20/>神などは、傲慢な暴君と変わりはせん…\n<c20/>人間に己を問う知を与えたのは、このサタンぞ…\n<c20/>敵対する者の力、とくと見せてやろう…\n<c6/><c2/>,"<c1d:11/>撒旦<c1d:1/>
<c20/>神等，与傲慢暴君无异…
<c20/>赋予人类自省之智者，正是此撒旦…
<c20/>敌对者之力，好好见识吧…
<c6/><c2/>","[""<c1d:11/>撒旦<c1d:1/>\\n<c20/>所谓神，与傲慢暴君无异…\\n<c20/>赐予人类审视自我辨明善恶之智的，乃此撒旦也…\\n<c20/>敌对者的力量，且好好见识一番吧…\\n<c6/><c2/>""]","[""<c1d:11/>撒旦<c1d:1/>\\n<c20/>所谓神，与傲慢暴君无异…\\n<c20/>赐予人类审视自我辨明善恶之智的，乃此撒旦也…\\n<c20/>敌对者的力量，且好好见识一番吧…\\n<c6/><c2/>""]"
local_conflict_review,field:77_11d,field:77_11d:0x0,frontend/public/games/p2is/groups/field_77_11d.json,<c1d:11/>テンセンニャンニャン<c1d:1/>\n<c20/>你好!<c20/>我叫天仙娘々!!\n<c20/>我出生你海。<c20/>我希望理解你。\n<c20/>你不是単人。<c20/>我会一生待你好的♥\n<c6/><c2/>,"<c1d:11/>天仙娘娘<c1d:1/>
<c20/>你好!<c20/>我叫天仙娘娘!!
<c20/>我来自大海。<c20/>我希望理解你。
<c20/>你不是孤单一人。<c20/>我会一生待你好的♥
<c6/><c2/>","[""<c1d:11/>天仙娘娘<c1d:1/>\\n<c20/>你好!<c20/>我叫天仙娘娘!!\\n<c20/>我来自你心之海。<c20/>我希望理解你。\\n<c20/>你不是孤单一人。<c20/>我会一生待你好的♥\\n<c6/><c2/>""]","[""<c1d:11/>天仙娘娘<c1d:1/>\\n<c20/>你好!<c20/>我叫天仙娘娘!!\\n<c20/>我来自你心之海。<c20/>我希望理解你。\\n<c20/>你不是孤单一人。<c20/>我会一生待你好的♥\\n<c6/><c2/>""]"
local_conflict_review,field:77_120d,field:77_120d:0x0,frontend/public/games/p2is/groups/field_77_120d.json,<c1d:11/>ミカエル<c1d:1/>\n<c20/>我はミカエル…\n<c20/>道は漠々として捕えどころなきもの…\n<c20/>されば問え、「クオ・ヴァ・ディス」…\n<c6/><c2/>,"<c1d:11/>米迦勒<c1d:1/>
<c20/>我乃米迦勒…
<c20/>道漠漠然，无处可捉…
<c20/>故问之，“往何处去”…
<c6/><c2/>","[""<c1d:11/>米迦勒<c1d:1/>\\n<c20/>吾乃米迦勒…\\n<c20/>前路苍茫漫远，无从捕捉形迹…\\n<c20/>既如此，便问一句：“你往何处去”…\\n<c6/><c2/>""]","[""<c1d:11/>米迦勒<c1d:1/>\\n<c20/>吾乃米迦勒…\\n<c20/>前路苍茫漫远，无从捕捉形迹…\\n<c20/>既如此，便问一句：“你往何处去”…\\n<c6/><c2/>""]"
local_conflict_review,field:77_121d,field:77_121d:0x0,frontend/public/games/p2is/groups/field_77_121d.json,<c1d:11/>アムルタート<c1d:1/>\n<c20/>わたくしはアムルタート…\n<c20/>不死なる者の名にかけて、\n<c20/>貴方の心の飢えと渇きを滅しさってあげますわ…\n<c6/><c2/>,"<c1d:11/>阿姆尔塔特<c1d:1/>
<c20/>妾身乃阿姆尔塔特…
<c20/>以不死者之名，
<c20/>灭却汝心之饥渴…
<c6/><c2/>","[""<c1d:11/>阿梅雷塔特<c1d:1/>\\n<c20/>我是阿梅雷塔特…\\n<c20/>以永生不朽者之名，\\n<c20/>我会彻底消弭你心中一切渴求与空虚…\\n<c6/><c2/>""]","[""<c1d:11/>阿梅雷塔特<c1d:1/>\\n<c20/>我是阿梅雷塔特…\\n<c20/>以永生不朽者之名，\\n<c20/>我会彻底消弭你心中一切渴求与空虚…\\n<c6/><c2/>""]"
local_conflict_review,field:77_122d,field:77_122d:0x0,frontend/public/games/p2is/groups/field_77_122d.json,<c1d:11/>ソロネ<c1d:1/>\n<c20/>私は、神の正義の体現者ソロネ…\n<c20/>意志の精霊の名の通り、\n<c20/>貴方の意志の守り手となりましょう。\n<c6/><c2/>,"<c1d:11/>索罗涅<c1d:1/>
<c20/>我乃神之正义体现者索罗涅…
<c20/>如意志精灵之名，
<c20/>愿为汝意志之守护者。
<c6/><c2/>","[""<c1d:11/>座天使<c1d:1/>\\n<c20/>我是，神之正义的化身座天使…\\n<c20/>一如意志之精灵的名号所示，\\n<c20/>我愿成为守护你本心意志的守护者。\\n<c6/><c2/>""]","[""<c1d:11/>座天使<c1d:1/>\\n<c20/>我是，神之正义的化身座天使…\\n<c20/>一如意志之精灵的名号所示，\\n<c20/>我愿成为守护你本心意志的守护者。\\n<c6/><c2/>""]"
